symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count,created_at
STRATETH,0.0,0.0,0.0,0.001053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
SNGLSBTC,0.0,0.0,0.0,1.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
SNGLSETH,0.0,0.0,0.0,5.306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
BQXBTC,0.0,0.0,0.0,8.703e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
BQXETH,0.0,0.0,0.0,0.0012635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
KNCBTC,-2.3e-07,-2.416,9.56e-06,9.49e-06,9.29e-06,242.5,9.29e-06,1003.9,9.31e-06,69.2,9.52e-06,9.81e-06,9.25e-06,78891.5,0.75458431,2024-04-24 02:17:22.117,2024-04-25 02:17:22.117,20758978,20759735,758,2024-04-25
KNCETH,0.0,0.0,0.0,0.0003941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
FUNBTC,0.0,0.0,0.0,2.9e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
FUNETH,0.0,0.0,0.0,1.46e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
SNMBTC,0.0,0.0,0.0,5.7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
SNMETH,0.0,0.0,0.0,4.986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
NEOETH,0.0,0.0,0.0,0.004775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
IOTABTC,-6e-08,-1.596,3.81e-06,3.78e-06,3.7e-06,250.0,3.7e-06,6600.0,3.72e-06,25905.0,3.76e-06,3.99e-06,3.68e-06,691858.0,2.63828376,2024-04-24 02:17:10.743,2024-04-25 02:17:10.743,34851855,34852856,1002,2024-04-25
IOTAETH,-2.2e-06,-2.831,7.798e-05,7.83e-05,7.55e-05,3087.0,7.53e-05,8488.0,7.56e-05,27408.0,7.77e-05,8.16e-05,7.53e-05,78596.0,6.1292889,2024-04-24 02:17:18.788,2024-04-25 02:17:18.788,7832865,7833117,253,2024-04-25
LINKBTC,-2e-06,-0.873,0.00022935,0.0002291,0.0002272,42.06,0.0002272,100.0,0.0002273,24.32,0.0002292,0.0002352,0.0002248,369634.49,84.77504846,2024-04-24 02:17:22.753,2024-04-25 02:17:22.753,94433444,94451352,17909,2024-04-25
LINKETH,-0.000106,-2.241,0.00469965,0.004725,0.004623,0.23,0.004623,109.54,0.004629,0.7,0.004729,0.004768,0.004593,17727.98,83.31537452,2024-04-24 02:17:17.844,2024-04-25 02:17:17.844,21437979,21440629,2651,2024-04-25
XVGBTC,0.0,0.0,0.0,1.5e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
XVGETH,-1.3e-07,-6.736,1.87e-06,1.93e-06,1.8e-06,7042.0,1.8e-06,24755.0,1.81e-06,161631.0,1.93e-06,1.96e-06,1.79e-06,6824550.0,12.78469788,2024-04-24 02:17:19.714,2024-04-25 02:17:19.714,11595000,11595948,949,2024-04-25
SALTBTC,0.0,0.0,0.0,4.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
SALTETH,0.0,0.0,0.0,0.001138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
MDABTC,0.0,0.0,0.0,3.82e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
MDAETH,0.0,0.0,0.0,0.0018115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
MTLBTC,-5.3e-07,-2.084,2.689e-05,2.537e-05,2.49e-05,87.8,2.495e-05,156.5,2.503e-05,124.7,2.543e-05,2.849e-05,2.487e-05,344807.5,9.27350027,2024-04-24 02:17:21.896,2024-04-25 02:17:21.896,20929768,20933907,4140,2024-04-25
MTLETH,0.0,0.0,0.0,0.0006834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
SUBBTC,0.0,0.0,0.0,4.57e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
SUBETH,0.0,0.0,0.0,0.00012334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
EOSBTC,1.83e-06,14.409,1.372e-05,1.269e-05,1.453e-05,14.4,1.453e-05,1753.5,1.456e-05,959.9,1.27e-05,1.5e-05,1.26e-05,2267801.4,31.11062304,2024-04-24 02:17:22.636,2024-04-25 02:17:22.636,75552879,75560871,7993,2024-04-25
SNTBTC,-4e-08,-5.882,6.8e-07,6.9e-07,6.4e-07,60333.0,6.3e-07,1016949.0,6.4e-07,6888.0,6.8e-07,7.1e-07,6.4e-07,4454607.0,3.04578137,2024-04-24 02:17:21.890,2024-04-25 02:17:21.890,12999187,13001106,1920,2024-04-25
ETCETH,-0.0004,-4.587,0.00851885,0.00873,0.00832,13.2,0.00831,8.8,0.00833,7.33,0.00872,0.00874,0.00829,3333.96,28.4015062,2024-04-24 02:17:02.436,2024-04-25 02:17:02.436,8862346,8863554,1209,2024-04-25
ETCBTC,-1.62e-05,-3.816,0.00041582,0.0004243,0.0004083,0.29,0.0004083,55.89,0.0004084,2.17,0.0004245,0.0004252,0.000406,58360.19,24.267538,2024-04-24 02:17:22.043,2024-04-25 02:17:22.043,45171543,45177777,6235,2024-04-25
MTHBTC,0.0,0.0,0.0,2.3e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
MTHETH,0.0,0.0,0.0,4.135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
ENGBTC,0.0,0.0,0.0,6.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
ENGETH,0.0,0.0,0.0,0.0018648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
DNTBTC,0.0,0.0,0.0,1.86e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
ZECBTC,-4.1e-06,-1.135,0.00036254,0.0003616,0.0003571,0.857,0.0003575,27.712,0.0003582,11.154,0.0003612,0.0003673,0.0003535,9675.091,3.5076344,2024-04-24 02:17:21.846,2024-04-25 02:17:21.846,28449513,28450501,989,2024-04-25
ZECETH,-0.00017,-2.282,0.00735316,0.00742,0.00728,33.112,0.00727,91.815,0.00729,16.231,0.00745,0.00747,0.00723,717.646,5.27696555,2024-04-24 02:17:14.637,2024-04-25 02:17:14.637,3656475,3656932,458,2024-04-25
BNTBTC,1.7e-07,1.529,1.136e-05,1.115e-05,1.129e-05,1766.9,1.128e-05,1081.7,1.131e-05,273.0,1.112e-05,1.157e-05,1.112e-05,130684.0,1.48464767,2024-04-24 02:17:22.500,2024-04-25 02:17:22.500,8779890,8780767,878,2024-04-25
ASTBTC,0.0,0.0,2.17e-06,2.17e-06,2.15e-06,3352.0,2.14e-06,308161.0,2.15e-06,2173.0,2.15e-06,2.21e-06,2.14e-06,319764.0,0.69277232,2024-04-24 02:17:01.044,2024-04-25 02:17:01.044,17973979,17974493,515,2024-04-25
ASTETH,0.0,0.0,0.0,6.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
DASHBTC,-1.7e-06,-0.361,0.00047541,0.0004714,0.0004695,2.88,0.0004696,6.129,0.00047,0.33,0.0004712,0.0004848,0.0004644,2309.399,1.09790561,2024-04-24 02:17:21.003,2024-04-25 02:17:21.003,28121185,28122088,904,2024-04-25
DASHETH,-0.00012,-1.24,0.00963913,0.00972,0.00956,15.722,0.00954,114.836,0.00958,3.321,0.00968,0.00982,0.00952,473.631,4.56539059,2024-04-24 02:17:05.736,2024-04-25 02:17:05.736,3947091,3947282,192,2024-04-25
OAXBTC,-1.4e-07,-4.0,3.49e-06,3.51e-06,3.36e-06,1334.0,3.36e-06,2260.0,3.37e-06,1384.0,3.5e-06,3.59e-06,3.35e-06,244384.0,0.85176777,2024-04-24 02:17:17.097,2024-04-25 02:17:17.097,16710584,16711170,587,2024-04-25
ICNBTC,0.0,0.0,0.0,5.742e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
BTGBTC,0.0,0.0,0.0,0.000913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
BTGETH,0.0,0.0,0.0,0.052745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
EVXBTC,0.0,0.0,0.0,2.74e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
EVXETH,0.0,0.0,0.0,0.0006249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
REQBTC,-6e-08,-2.804,2.11e-06,2.14e-06,2.08e-06,21487.0,2.08e-06,1066.0,2.09e-06,6933.0,2.14e-06,2.16e-06,2.06e-06,478484.0,1.00819621,2024-04-24 02:17:01.728,2024-04-25 02:17:01.728,14242771,14243186,416,2024-04-25
REQETH,0.0,0.0,0.0,4.995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
VIBBTC,1.2e-07,6.897,1.82e-06,1.74e-06,1.86e-06,1030.0,1.85e-06,29233.0,1.87e-06,8400.0,1.74e-06,1.93e-06,1.72e-06,1633486.0,2.96754564,2024-04-24 02:17:18.913,2024-04-25 02:17:18.913,12992840,12994282,1443,2024-04-25
VIBETH,0.0,0.0,0.0,3.45e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
HSRETH,0.0,0.0,0.0,0.012474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
TRXBTC,8e-08,4.734,1.74e-06,1.69e-06,1.77e-06,2571.0,1.77e-06,206109.0,1.78e-06,2173391.0,1.69e-06,1.79e-06,1.69e-06,25197809.0,43.90369794,2024-04-24 02:17:22.153,2024-04-25 02:17:22.153,71145930,71152035,6106,2024-04-25
TRXETH,1.15e-06,3.293,3.563e-05,3.491e-05,3.607e-05,53.0,3.602e-05,2722.0,3.609e-05,53.0,3.492e-05,3.645e-05,3.462e-05,3661305.0,130.44663682,2024-04-24 02:17:22.753,2024-04-25 02:17:22.753,37584683,37588979,4297,2024-04-25
POWRBTC,-1.2e-07,-2.516,4.78e-06,4.77e-06,4.65e-06,148.0,4.63e-06,9316.0,4.65e-06,2392.0,4.77e-06,4.87e-06,4.61e-06,139166.0,0.66484132,2024-04-24 02:17:20.183,2024-04-25 02:17:20.183,17452622,17453245,624,2024-04-25
POWRETH,-4.2e-06,-4.251,9.734e-05,9.86e-05,9.46e-05,3693.0,9.44e-05,3327.0,9.47e-05,4101.0,9.88e-05,9.95e-05,9.41e-05,64285.0,6.2573627,2024-04-24 02:17:22.140,2024-04-25 02:17:22.140,3273040,3273545,506,2024-04-25
ARKBTC,0.0,0.0,0.0,1.679e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
ARKETH,0.0,0.0,0.0,0.001046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
YOYOETH,0.0,0.0,0.0,5.828e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
XRPBTC,-1e-08,-0.122,8.21e-06,8.17e-06,8.17e-06,143.0,8.17e-06,38288.0,8.18e-06,102545.0,8.18e-06,8.4e-06,8.09e-06,22274648.0,182.83105643,2024-04-24 02:17:22.462,2024-04-25 02:17:22.462,160965363,160983940,18578,2024-04-25
XRPETH,-2.1e-06,-1.246,0.00016782,0.0001685,0.0001665,10.0,0.0001663,793.0,0.0001664,3426.0,0.0001686,0.0001715,0.0001646,1312777.0,220.3079904,2024-04-24 02:17:21.087,2024-04-25 02:17:21.087,30884725,30887845,3121,2024-04-25
MODBTC,0.0,0.0,0.0,4.28e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
MODETH,0.0,0.0,0.0,0.001167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
ENJBTC,-9e-08,-1.711,5.25e-06,5.29e-06,5.17e-06,2504.2,5.17e-06,10122.7,5.18e-06,6592.6,5.26e-06,5.4e-06,5.13e-06,354410.1,1.86122262,2024-04-24 02:17:22.839,2024-04-25 02:17:22.839,40929162,40930367,1206,2024-04-25
ENJETH,-2.9e-06,-2.675,0.00010776,0.0001091,0.0001055,52.4,0.0001051,1326.4,0.0001054,1435.7,0.0001084,0.0001094,0.0001047,53132.0,5.72570497,2024-04-24 02:17:20.966,2024-04-25 02:17:20.966,7874932,7875201,270,2024-04-25
STORJBTC,-2.6e-07,-2.982,8.75e-06,8.74e-06,8.46e-06,1375.0,8.47e-06,163.0,8.49e-06,918.0,8.72e-06,9.01e-06,8.42e-06,97351.0,0.85226259,2024-04-24 02:17:22.090,2024-04-25 02:17:22.090,14324564,14325068,505,2024-04-25
STORJETH,0.0,0.0,0.0,0.0002991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
BNBUSDT,2.2,0.364,606.03742803,604.3,606.6,5.731,606.6,113.796,606.7,32.874,604.4,618.5,592.6,641257.438,388626008.4323,2024-04-24 02:17:22.839,2024-04-25 02:17:22.839,748085991,748611088,525098,2024-04-25
VENBNB,0.0,0.0,0.0,0.1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
YOYOBNB,0.0,0.0,0.0,0.000598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
POWRBNB,0.0,0.0,0.0,0.00385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
VENBTC,0.0,0.0,0.0,0.00013928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
VENETH,0.0,0.0,0.0,0.00325194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
KMDBTC,-3.8e-07,-5.46,6.88e-06,7e-06,6.58e-06,354.0,6.58e-06,943.0,6.63e-06,703.0,6.96e-06,7.08e-06,6.58e-06,130959.0,0.90079847,2024-04-24 02:17:22.599,2024-04-25 02:17:22.599,14775845,14776371,527,2024-04-25
KMDETH,0.0,0.0,0.0,0.0002097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
NULSBNB,0.0,0.0,0.0,0.01257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
RCNBTC,0.0,0.0,0.0,7.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
RCNETH,0.0,0.0,0.0,0.00037604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-04-04 06:25:59.384,2024-04-05 06:25:59.384,-1,-1,0,2024-04-25
